title,winery,variety,designation,province,region_1,country,points,price,taster_name,description
JM Cellars 2014 Bramble Bump Red (Columbia Valley (WA)),JM Cellars,Red Blend,Bramble Bump,Washington,Columbia Valley (WA),US,88,$25.0,Sean P. Sullivan,"This blend of 43% Merlot, 26% Petit Verdot, 22% Carmenère, 5% Cabernet Sauvignon and 4% Syrah offers orange peel, herb, raspberry and spice aromas that don't seem entirely knit together. Dry tannins back up its blue and black fruit flavors."
Artezin 2014 Collins Vineyard Zinfandel (Russian River Valley),Artezin,Zinfandel,Collins Vineyard,California,Russian River Valley,US,90,$36.0,Virginie Boone,"From old-vine blocks planted in 1934, this vineyard-designate also contains 4% Carignane. Full bodied and richly concentrated, it has pillowy tannins, and aromas and flavors defined by mint, dill, black licorice and leather. Layers of deep, dark blackberry and black cherry give it a pleasing fruitiness as well."
Mayo 1998 Piner Ranch Vyd Pinot Noir (Russian River Valley),Mayo,Pinot Noir,Piner Ranch Vyd,California,Russian River Valley,US,91,$35.0,Joe Czerwinski,"Richer and denser than Mayo’s Sangiacomo bottling, this one also seems more marked by oak, with vanilla, menthol and toast aromas all riding over black cherries. In the mouth, the fruit really comes forward; there’s impressive depth and body here, and a lushness that’s balanced by a long finish with fresh acidity. Should age for up to 5 years—maybe more. Only problem? Finding some. There were only 100 cases produced."
Hermann J. Wiemer 2008 Magdalena Vineyard Dry Riesling (Finger Lakes),Hermann J. Wiemer,Riesling,Magdalena Vineyard Dry,New York,Finger Lakes,US,90,$36.0,Anna Lee C. Iijima,"From its bright floral nose to its soft, sweet finish, there's a gorgeous femininity to this outstanding Riesling. Dry in style but accented by notes of pink grapefruit and lychee, Magdalena's daintiness is kept in check with a bracing acidity and elegant white tea astringency."
Limerick Lane 1998 Collins Vineyard Zinfandel (Russian River Valley),Limerick Lane,Zinfandel,Collins Vineyard,California,Russian River Valley,US,90,$26.0,,"All the components of fine Zinfandel are in top form here, from the opening fat, dark berry aromas to the deep, sweet fruit on the smoothly textured palate and the lovely fruit-acid balance. Closes handsomely, with full even tannins and some white pepper on the long back end. Drinks well now and has the structure to last and improve for a few years as well."
Robert Biale 2015 Limerick Lane Vineyard Zinfandel (Russian River Valley),Robert Biale,Zinfandel,Limerick Lane Vineyard,California,Russian River Valley,US,92,$58.0,Virginie Boone,"Waxy plum, cherry and a thread of oak accent a full-bodied warmth of soft tannin in this lovely wine, which also unfurls savory elements of cedar and graphite. Succulent, it shows the remarkable acidity for which the site is known."
Inglenook 2011 Cask Cabernet Sauvignon (Napa Valley),Inglenook,Cabernet Sauvignon,Cask,California,Napa Valley,US,90,$75.0,Virginie Boone,"Originally made between the 1930s and early 1960s, Cask was given new life by Francis Ford Coppola in the mid-1990s. This vintage is on the money in terms of style, going for a timeless, elegantly lean wine with dense tannins and plenty of vibrancy. Cranberry, black tea and a tease of green olive mark the entry, before denser elements of coffee and tobacco feature on the finish. Cellar through 2021."
Small Vines 2014 Baranoff Vineyard Estate Grown Pinot Noir (Russian River Valley),Small Vines,Pinot Noir,Baranoff Vineyard Estate Grown,California,Russian River Valley,US,93,$82.0,Virginie Boone,"From a vineyard planted in rocky red soil, this wine shows a depth of concentrated and intense cranberry and black tea. It's currently youthful in feel, with structured tannins and full, rich chocolate and coffee flavors. It will benefit from time in the cellar, so enjoy 2020–2024."
Hogue 2014 Gewürztraminer (Columbia Valley (WA)),Hogue,Gewürztraminer,,Washington,Columbia Valley (WA),US,88,$10.0,Sean P. Sullivan,"This wine is still settling in, with tiny bubbles coating the glass. The aromas of spice, flowers and lychee are vibrant and the palate drinks dry, showing plenty of richness and intensity."
Mosquito Fleet 2012 Starboard Meritage (Columbia Valley (WA)),Mosquito Fleet,Meritage,Starboard,Washington,Columbia Valley (WA),US,91,$34.0,Sean P. Sullivan,"This wine is a blend of Merlot, Cabernet Sauvignon, Cabernet Franc and Petit Verdot. Brooding aromas of wood spice and red and black fruit lead to sultry, well-balanced dark-fruit flavors with a persistently long finish."
Silverado 2004 Merlot (Napa Valley),Silverado,Merlot,,California,Napa Valley,US,86,$32.0,,"Silverado's Merlot has been variable over the years. This '04 is fruit-driven, a soft, direct and appealing wine for its wealth of blackberry, cherry, plum, chocolate and leather flavors. Could develop bottle complexities with some time in the cellar."
Picket Fence 2009 Pinot Noir (Russian River Valley),Picket Fence,Pinot Noir,,California,Russian River Valley,US,84,$18.0,,"Tough and acidic in the mouth, but with a nice silky texture, and the finish is dry. Shows cherry and raspberry flavors, alongside less ripe ones of green mint, with a touch of the veggies."
Papapietro Perry 2012 Pommard Clones Pinot Noir (Russian River Valley),Papapietro Perry,Pinot Noir,Pommard Clones,California,Russian River Valley,US,90,$72.0,Virginie Boone,"Earth, spice and plum combine around a lean frame that's dusty and sublime in this high-acid wine that features a muscular, caramel-laced finish. In balance, this is lovely and food friendly."
Keira 2014 G-S-M (Columbia Valley (WA)),Keira,G-S-M,,Washington,Columbia Valley (WA),US,87,$28.0,Sean P. Sullivan,"This wine is 60% Grenache, 35% Syrah and 5% Mourvèdre. Vanilla aromas are prominent along with prune and other dried fruit. Fruit and barrel flavors intermingle on the palate, with the fruit seeming dried out."
Walnut City WineWorks 2012 Chardonnay (Willamette Valley),Walnut City WineWorks,Chardonnay,,Oregon,Willamette Valley,US,87,$20.0,Paul Gregutt,"Light fruit flavors of apple and pear have been softened a bit with aging on the lees in neutral oak. This is a pleasant, simple, quaffable wine for every day enjoyment."
Maison Bleue 2013 Coureur des Bois Red (Columbia Valley (WA)),Maison Bleue,Red Blend,Coureur des Bois,Washington,Columbia Valley (WA),US,91,$40.0,Sean P. Sullivan,"This wine is a unique blend of 40% each Mourvèdre and Syrah, with the rest Cabernet Sauvignon. It brings intriguing aromas of black currant, violets, black licorice, black pepper, herbs and smoked meat. The flavors are full of lively, lip-smacking black cherry and plum flavors that linger. It shows impressive balance."
Furthermore 2008 Bohemian Vineyard Pinot Noir (Russian River Valley),Furthermore,Pinot Noir,Bohemian Vineyard,California,Russian River Valley,US,86,$40.0,,"Tasted in October, 2010, this Pinot had a spritziness indicating some instability, making it hard to evaluate. That could calm down eventually, leaving behind a big, flavorful and dry red wine, brimming with berries, cherries and cola."
Chateau Lafayette Reneau 2013 Meritage (Finger Lakes),Chateau Lafayette Reneau,Meritage,,New York,Finger Lakes,US,88,$35.0,Anna Lee C. Iijima,"Heady proportions of Cabernet Sauvignon lend a brambly, peppery edge to this classic Bordeaux-style blend. Rich, ruddy black currant flavors are luscious and juicy, lifted by a streak of cranberry acidity and fine, feathery tannins."
Freemark Abbey 2010 Merlot (Napa Valley),Freemark Abbey,Merlot,,California,Napa Valley,US,87,$34.0,,"Lots of rich, sweet flavors of raspberry, cherry and mocha appear in this vigorous, young Merlot. Blended from vineyards around the valley, it emphasizes fruit. Drink now with beef-based Mexican food."
La Chouette 2013 Pinot Noir (Willamette Valley),La Chouette,Pinot Noir,,Oregon,Willamette Valley,US,86,$24.0,Paul Gregutt,"A pretty rose color, this is invitingly scented with fresh strawberries and floral highlights. Flavors follow, rather light and primary, tailing off quickly into a finish with a lick of mocha."
Glenora 2011 Rosé Pinot Noir (Finger Lakes),Glenora,Pinot Noir,Rosé,New York,Finger Lakes,US,87,$14.0,Anna Lee C. Iijima,"The nose is subdued, with aromas of crisp red plum, herb and bramble; but the palate is lush, with loads of ripe strawberry, peach and cherry flavors. This is dry in style but soft and juicy on the palate."
McGregor 2010 Reserve Pinot Noir (Finger Lakes),McGregor,Pinot Noir,Reserve,New York,Finger Lakes,US,90,$30.0,Anna Lee C. Iijima,"This wine highlights heady new-oak tones of spice, vanilla and cedar, yet maintains elegance from nose to finish. Ripe black cherry and plum flavors penetrate on the palate, with a framing of soft tannins and bright cranberry acidity. The finish is long and a touch mineral."
William Knuttel 2013 Bacigalupi Vineyard Chardonnay (Russian River Valley),William Knuttel,Chardonnay,Bacigalupi Vineyard,California,Russian River Valley,US,91,$38.0,Virginie Boone,"An intensely concentrated white from the famous historic vineyard, this youthful wine shows toasted oak around a palate-coating flirtation with tropical flavor, finding a supportive streak of minerality as it develops in the glass."
Silver Thread 2008 Blackbird Cabernet Franc-Cabernet Sauvignon (Finger Lakes),Silver Thread,Cabernet Franc-Cabernet Sauvignon,Blackbird,New York,Finger Lakes,US,86,$22.0,Anna Lee C. Iijima,"Smoke and bramble fringe vibrant cassis and cranberry flavors on this rich, round wine. Made predominantly from Cabernet Franc, it's a touch plush and soft, but boasts supple tannins and an elegant violet and vanilla finish."
Balletto 2012 Sexton Hill Vineyard Estate Grown Estate Bottled Chardonnay (Russian River Valley),Balletto,Chardonnay,Sexton Hill Vineyard Estate Grown Estate Bottled,California,Russian River Valley,US,91,$38.0,Virginie Boone,"A wine given ample time in bottle, this exhibits a fair amount of ripe fruit and honeyed oak and vanilla. The generous offering of apple fritter and crème brûlée retains enough minerality in the background to stay balanced and refined."
Bowman Cellars 2015 Pinot Noir (Russian River Valley),Bowman Cellars,Pinot Noir,,California,Russian River Valley,US,85,$34.0,Virginie Boone,"This wine is smooth and densely packed in earth and blackberry, the overall tone voluptuously concentrated and full bodied, with a tenacious embrace of ripeness."
Broadley 2015 Pinot Noir (Willamette Valley),Broadley,Pinot Noir,,Oregon,Willamette Valley,US,91,$18.0,Paul Gregutt,"Certainly a remarkable value, this brings concentrated flavors of ripe raspberry and cherry liqueur into a big, broad and deep midpalate. The exuberance and depth of fruit is astonishing, and the balancing acidity suggests that the wine will retain its freshness through 2020 and beyond. This is one to buy by the case."
Ravines 2008 Chardonnay (Finger Lakes),Ravines,Chardonnay,,New York,Finger Lakes,US,87,$19.0,Anna Lee C. Iijima,"Winemaker Morten Hallgren harnesses a traditional Italian grape-drying technique called appassimento to create this richly concentrated but dry Chardonnay. Initial notes of smoke and roasted hazelnut skins fade on the nose and palate to reveal a clean, fresh apple and pear character, speckled with white flowers and a bright lemon-lime acidity."
Caterina 1997 Cabernet Sauvignon (Columbia Valley (WA)),Caterina,Cabernet Sauvignon,,Washington,Columbia Valley (WA),US,84,$19.0,,"This honest effort at a terroir-driven Cabernet starts with currant and blackberry aromas, although they’re a little on the weak side. Nice berry and spice flavors with a dash of wood. High acidity gives it a real bite, and it finishes a little sharp as well."
Williams Selyem 2014 Allen Vineyard Chardonnay (Russian River Valley),Williams Selyem,Chardonnay,Allen Vineyard,California,Russian River Valley,US,95,$58.0,Virginie Boone,"Allen Vineyard grapes have the maturity and complexity to impart a boldly balanced roundness of lemon curd, fig and apple, plus a searing undercurrent of salty minerality. With substantial weight, and texture for miles, it remains bright and fresh in the glass, with a lingering impression of cinnamon toast."
Atwater 2014 Riesling (Finger Lakes),Atwater,Riesling,,New York,Finger Lakes,US,88,$16.0,Anna Lee C. Iijima,"While the nose suggests more dusty mineral than fruit, the palate of this off-dry Riesling offers loads of concentrated tangerine, lemon and apple flavors. It's juicy and ripe yet keenly balanced by a penetrating backbone of lemon-lime acidity. Drink now through 2021."
Tandem 2006 Lorenzo Vineyard Chardonnay (Russian River Valley),Tandem,Chardonnay,Lorenzo Vineyard,California,Russian River Valley,US,92,$42.0,,"Shows the typicity of the vineyard, an angular, minerally wine with crisp acids and concentrated flavor. The tastes of white peaches, pineapples and tangerines are edged with zesty spices. Finishes with vanilla-honey coating of toasty oak."
Robert Weil 2007 Merlot,Robert Weil,Merlot,,France,N A,US,200,$96.00,Dr. Jeffrey Rzeszotarski,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
Atwater 2013 White Birch Vineyards Pinot Gris (Finger Lakes),Atwater,Pinot Gris,White Birch Vineyards,New York,Finger Lakes,US,88,$18.0,Anna Lee C. Iijima,"Juicy pineapple, mango and citrus notes lend a tropical feel to this penetrating, yet light bodied, Pinot Gris. Off dry in style, it's dancingly light on its feet, with a revitalizing shower of acidity that lingers through the finish."
Wagner 2015 Dry Riesling (Finger Lakes),Wagner,Riesling,Dry,New York,Finger Lakes,US,88,$15.0,Anna Lee C. Iijima,"Fresh and fragrant, this apple-scented Riesling offers loads of brisk lemon-lime flavors augmented by a subtle vein of smoke. Dry in style, it's delicately textured with a lean, slightly cutting demeanor. Drink now through 2020."
